name,submissions,x,y,z
"Crescent Bandersnatch",1,718.94,66.20,-683.61
"Crescent Bandersnatch",1,718.94,64.36,-722.44
"Crescent Bandersnatch",1,718.96,66.20,-660.40
"Crescent Bandersnatch",1,719.00,66.21,-658.50
"Crescent Bandersnatch",1,719.01,66.23,-658.32
"Crescent Bandersnatch",1,719.01,66.19,-662.14
"Crescent Bandersnatch",1,719.10,66.14,-673.37
"Crescent Bandersnatch",1,719.10,66.23,-655.71
"Crescent Bandersnatch",1,719.12,66.18,-679.34
"Crescent Bandersnatch",1,719.14,65.10,-716.62
"Crescent Bandersnatch",1,719.16,66.36,-653.32
"Crescent Bandersnatch",1,719.17,66.18,-679.81
"Crescent Bandersnatch",1,719.18,66.23,-656.70
"Crescent Bandersnatch",1,719.18,64.50,-721.89
"Crescent Bandersnatch",1,719.18,65.09,-716.78
"Crescent Bandersnatch",1,719.18,66.22,-658.63
"Crescent Bandersnatch",2,719.20,65.41,-711.09
"Crescent Bandersnatch",1,719.24,66.37,-653.35
"Crescent Bandersnatch",1,719.25,65.07,-717.15
"Crescent Bandersnatch",1,719.27,66.18,-678.16
"Crescent Bandersnatch",1,719.27,65.31,-712.91
"Crescent Bandersnatch",1,719.28,64.94,-719.38
"Crescent Bandersnatch",1,719.29,66.23,-658.05
"Crescent Bandersnatch",1,719.36,66.18,-678.55
"Crescent Bandersnatch",1,719.36,66.44,-652.44
"Crescent Bandersnatch",1,719.37,65.22,-714.63
"Crescent Bandersnatch",1,719.37,66.38,-657.17
"Crescent Bandersnatch",1,719.41,66.15,-672.84
"Crescent Bandersnatch",1,719.41,65.18,-715.53
"Crescent Bandersnatch",1,719.42,66.19,-680.04
"Crescent Bandersnatch",1,719.43,66.19,-678.72
"Crescent Bandersnatch",1,719.46,65.35,-712.57
"Crescent Bandersnatch",1,719.46,66.16,-675.08
"Crescent Bandersnatch",1,719.49,66.15,-673.47
"Crescent Bandersnatch",1,719.50,65.40,-711.61
"Crescent Bandersnatch",1,719.51,65.23,-714.71
"Crescent Bandersnatch",1,719.51,66.23,-658.33
"Crescent Bandersnatch",1,719.52,66.46,-652.47
"Crescent Bandersnatch",1,719.57,66.19,-678.23
"Crescent Bandersnatch",1,719.57,66.21,-661.81
"Crescent Bandersnatch",1,719.58,66.24,-657.13
"Crescent Bandersnatch",1,719.59,65.34,-712.79
"Crescent Bandersnatch",1,719.59,66.22,-684.13
"Crescent Bandersnatch",1,719.59,66.19,-678.57
"Crescent Bandersnatch",1,719.60,65.11,-716.99
"Crescent Bandersnatch",1,719.62,66.46,-652.54
"Crescent Bandersnatch",1,719.68,66.53,-651.65
"Crescent Bandersnatch",1,719.71,66.38,-653.96
"Crescent Bandersnatch",1,719.72,66.24,-658.34
"Crescent Bandersnatch",1,719.72,66.24,-657.58
"Crescent Bandersnatch",1,719.73,66.25,-656.13
"Crescent Bandersnatch",1,719.78,66.19,-676.75
"Crescent Bandersnatch",1,719.80,65.22,-715.21
"Crescent Bandersnatch",1,719.83,65.31,-713.61
"Crescent Bandersnatch",1,719.84,66.20,-678.77
"Crescent Bandersnatch",1,719.84,66.24,-658.19
"Crescent Bandersnatch",1,719.93,65.24,-713.80
"Crescent Bandersnatch",1,719.93,66.39,-658.35
"Crescent Bandersnatch",1,719.94,66.25,-657.24
"Crescent Bandersnatch",1,719.94,66.18,-674.29
"Crescent Bandersnatch",1,719.96,65.32,-713.58
"Crescent Bandersnatch",1,719.96,66.31,-658.25
"Crescent Bandersnatch",1,719.97,65.00,-719.38
"Crescent Bandersnatch",1,720.00,66.25,-657.54
"Crescent Bandersnatch",1,720.03,66.25,-658.13
"Crescent Bandersnatch",1,720.07,66.42,-653.86
"Crescent Bandersnatch",1,720.08,66.26,-657.23
"Crescent Bandersnatch",1,720.12,66.21,-678.37
"Crescent Bandersnatch",1,720.15,66.24,-683.31
"Crescent Bandersnatch",1,720.19,66.58,-651.68
"Crescent Bandersnatch",1,720.19,66.21,-677.81
"Crescent Bandersnatch",1,720.19,66.24,-682.16
"Crescent Bandersnatch",1,720.20,66.25,-684.26
"Crescent Bandersnatch",1,720.21,66.30,-660.55
"Crescent Bandersnatch",1,720.21,65.03,-717.15
"Crescent Bandersnatch",1,720.24,66.51,-653.59
"Crescent Bandersnatch",1,720.25,65.44,-711.86
"Crescent Bandersnatch",1,720.26,64.57,-722.64
"Crescent Bandersnatch",1,720.31,66.27,-657.70
"Crescent Bandersnatch",1,720.33,65.02,-719.45
"Crescent Bandersnatch",1,720.35,66.23,-680.28
"Crescent Bandersnatch",1,720.35,66.27,-656.72
"Crescent Bandersnatch",1,720.37,66.35,-659.37
"Crescent Bandersnatch",1,720.37,66.28,-656.49
"Crescent Bandersnatch",1,720.38,66.38,-654.83
"Crescent Bandersnatch",1,720.42,66.29,-656.24
"Crescent Bandersnatch",1,720.43,65.13,-717.52
"Crescent Bandersnatch",1,720.47,66.31,-657.75
"Crescent Bandersnatch",1,720.49,65.05,-719.02
"Crescent Bandersnatch",1,720.50,65.30,-714.55
"Crescent Bandersnatch",1,720.50,65.17,-716.97
"Crescent Bandersnatch",1,720.54,65.15,-717.28
"Crescent Bandersnatch",1,720.56,66.28,-657.01
"Crescent Bandersnatch",1,720.57,66.29,-656.40
"Crescent Bandersnatch",1,720.60,65.42,-712.63
"Crescent Bandersnatch",1,720.64,66.25,-681.71
"Crescent Bandersnatch",1,720.65,65.19,-716.79
"Crescent Bandersnatch",1,720.68,66.36,-655.64
"Crescent Bandersnatch",1,720.69,66.30,-656.47
"Crescent Bandersnatch",1,720.74,66.23,-678.21
"Crescent Bandersnatch",1,720.76,66.39,-655.27
"Crescent Bandersnatch",1,720.76,65.10,-718.53
"Crescent Bandersnatch",1,720.78,66.42,-654.86
"Crescent Bandersnatch",1,720.79,66.24,-681.18
"Crescent Bandersnatch",1,720.79,65.21,-716.53
"Crescent Bandersnatch",1,720.81,65.20,-716.83
"Crescent Bandersnatch",1,720.85,64.99,-718.36
"Crescent Bandersnatch",1,720.87,66.44,-654.77
"Crescent Bandersnatch",1,720.87,66.23,-676.97
"Crescent Bandersnatch",1,720.88,65.14,-718.03
"Crescent Bandersnatch",1,720.89,66.52,-653.58
"Crescent Bandersnatch",1,720.89,65.00,-720.49
"Crescent Bandersnatch",1,720.92,65.26,-715.81
"Crescent Bandersnatch",1,720.95,66.25,-680.76
"Crescent Bandersnatch",1,720.96,65.20,-717.03
"Crescent Bandersnatch",1,721.01,65.19,-717.26
"Crescent Bandersnatch",1,721.01,66.34,-656.43
"Crescent Bandersnatch",1,721.03,66.26,-680.48
"Crescent Bandersnatch",1,721.04,65.08,-719.25
"Crescent Bandersnatch",1,721.05,66.52,-653.80
"Crescent Bandersnatch",1,721.05,66.60,-652.69
"Crescent Bandersnatch",1,721.10,66.26,-681.32
"Crescent Bandersnatch",1,721.10,65.35,-714.57
"Crescent Bandersnatch",1,721.11,66.22,-674.16
"Crescent Bandersnatch",1,721.11,66.37,-656.10
"Crescent Bandersnatch",1,721.14,66.26,-681.20
"Crescent Bandersnatch",1,721.14,66.26,-680.45
"Crescent Bandersnatch",1,721.16,65.27,-715.99
"Crescent Bandersnatch",1,721.17,64.82,-722.12
"Crescent Bandersnatch",1,721.18,64.74,-722.62
"Crescent Bandersnatch",1,721.19,66.43,-655.36
"Crescent Bandersnatch",1,721.20,65.34,-714.77
"Crescent Bandersnatch",1,721.21,66.37,-656.20
"Crescent Bandersnatch",1,721.22,65.04,-720.07
"Crescent Bandersnatch",1,721.25,66.35,-656.51
"Crescent Bandersnatch",1,721.26,65.23,-716.90
"Crescent Bandersnatch",3,721.29,66.18,-657.12
"Crescent Bandersnatch",1,721.33,66.25,-677.17
"Crescent Bandersnatch",1,721.33,66.26,-679.30
"Crescent Bandersnatch",1,721.38,66.38,-656.28
"Crescent Bandersnatch",1,721.39,66.52,-654.31
"Crescent Bandersnatch",1,721.42,65.28,-716.13
"Crescent Bandersnatch",1,721.45,66.26,-678.06
"Crescent Bandersnatch",1,721.48,66.24,-675.92
"Crescent Bandersnatch",1,721.49,66.26,-678.83
"Crescent Bandersnatch",1,721.50,66.27,-680.24
"Crescent Bandersnatch",1,721.51,65.40,-714.12
"Crescent Bandersnatch",1,721.52,66.46,-655.37
"Crescent Bandersnatch",1,721.52,65.55,-711.41
"Crescent Bandersnatch",1,721.53,65.56,-711.28
"Crescent Bandersnatch",1,721.57,66.28,-680.35
"Crescent Bandersnatch",1,721.63,65.42,-713.90
"Crescent Bandersnatch",1,721.66,66.26,-677.87
"Crescent Bandersnatch",1,721.69,65.14,-718.85
"Crescent Bandersnatch",1,721.73,66.46,-655.67
"Crescent Bandersnatch",1,721.73,66.25,-675.32
"Crescent Bandersnatch",1,721.74,65.38,-714.71
"Crescent Bandersnatch",1,721.76,66.29,-681.97
"Crescent Bandersnatch",1,721.80,66.25,-675.30
"Crescent Bandersnatch",1,721.80,66.26,-676.48
"Crescent Bandersnatch",1,721.81,66.27,-678.67
"Crescent Bandersnatch",1,721.82,66.28,-678.96
"Crescent Bandersnatch",1,721.83,66.62,-653.55
"Crescent Bandersnatch",1,721.85,65.41,-714.32
"Crescent Bandersnatch",1,721.86,66.58,-654.19
"Crescent Bandersnatch",1,721.88,65.16,-718.89
"Crescent Bandersnatch",1,721.88,65.33,-715.86
"Crescent Bandersnatch",1,721.88,65.59,-711.26
"Crescent Bandersnatch",1,721.89,66.45,-656.12
"Crescent Bandersnatch",1,721.89,65.26,-717.02
"Crescent Bandersnatch",1,721.90,66.26,-675.44
"Crescent Bandersnatch",1,721.90,65.22,-717.85
"Crescent Bandersnatch",1,721.91,65.31,-716.12
"Crescent Bandersnatch",1,721.91,66.27,-676.83
"Crescent Bandersnatch",1,721.92,66.28,-679.08
"Crescent Bandersnatch",1,721.92,65.50,-712.84
"Crescent Bandersnatch",1,721.92,65.14,-719.18
"Crescent Bandersnatch",1,721.93,65.19,-718.40
"Crescent Bandersnatch",1,721.94,65.19,-718.31
"Crescent Bandersnatch",1,721.94,66.28,-679.57
"Crescent Bandersnatch",1,721.95,65.22,-717.76
"Crescent Bandersnatch",1,721.95,66.58,-654.26
"Crescent Bandersnatch",1,721.95,66.51,-655.87
"Crescent Bandersnatch",1,721.95,66.27,-677.06
"Crescent Bandersnatch",1,721.96,65.51,-712.63
"Crescent Bandersnatch",1,721.97,64.98,-721.53
"Crescent Bandersnatch",1,721.97,65.31,-716.32
"Crescent Bandersnatch",2,721.97,65.32,-716.13
"Crescent Bandersnatch",1,721.97,66.59,-656.47
"Crescent Bandersnatch",1,721.98,65.35,-715.55
"Crescent Bandersnatch",1,721.98,65.34,-715.76
"Crescent Bandersnatch",1,721.98,66.66,-653.14
"Crescent Bandersnatch",1,721.98,65.22,-717.93
"Crescent Bandersnatch",1,721.98,66.26,-674.92
"Crescent Bandersnatch",1,721.98,66.59,-654.61
"Crescent Bandersnatch",1,721.99,65.45,-713.67
"Crescent Bandersnatch",1,721.99,65.13,-719.57
"Crescent Bandersnatch",1,721.99,65.24,-717.62
"Crescent Bandersnatch",1,721.99,66.69,-653.77
"Crescent Bandersnatch",1,721.99,66.51,-657.06
"Crescent Bandersnatch",1,721.99,66.66,-653.49
"Crescent Bandersnatch",1,721.99,65.27,-717.06
"Crescent Bandersnatch",1,722.00,65.09,-719.63
"Crescent Bandersnatch",2,722.00,66.55,-655.76
"Crescent Bandersnatch",1,722.00,65.04,-721.18
"Crescent Bandersnatch",1,722.01,66.49,-657.19
"Crescent Bandersnatch",1,722.01,66.61,-653.83
"Crescent Bandersnatch",1,722.01,65.12,-717.62
"Crescent Bandersnatch",1,722.01,66.28,-677.84
"Crescent Bandersnatch",1,722.01,65.35,-715.68
"Crescent Bandersnatch",1,722.01,65.49,-713.04
"Crescent Bandersnatch",1,722.02,66.30,-681.00
"Crescent Bandersnatch",1,722.02,65.41,-714.63
"Crescent Bandersnatch",1,722.02,65.45,-713.81
"Crescent Bandersnatch",1,722.02,66.30,-681.72
"Crescent Bandersnatch",1,722.02,65.29,-716.69
"Crescent Bandersnatch",1,722.03,66.58,-654.33
"Crescent Bandersnatch",1,722.03,66.31,-682.33
"Crescent Bandersnatch",1,722.03,66.30,-681.05
"Crescent Bandersnatch",1,722.03,66.57,-657.69
"Crescent Bandersnatch",1,722.03,66.63,-656.15
"Crescent Bandersnatch",1,722.03,66.58,-655.23
"Crescent Bandersnatch",1,722.04,65.09,-720.30
"Crescent Bandersnatch",2,722.04,66.27,-676.82
"Crescent Bandersnatch",1,722.04,65.48,-713.22
"Crescent Bandersnatch",1,722.05,65.32,-716.24
"Crescent Bandersnatch",1,722.05,65.33,-715.94
"Crescent Bandersnatch",1,722.06,65.04,-721.23
"Crescent Bandersnatch",1,722.06,66.65,-653.73
"Crescent Bandersnatch",1,722.06,66.27,-677.07
"Crescent Bandersnatch",1,722.06,66.29,-679.05
"Crescent Bandersnatch",1,722.06,66.59,-654.24
"Crescent Bandersnatch",1,722.06,65.12,-719.67
"Crescent Bandersnatch",1,722.06,66.27,-677.22
"Crescent Bandersnatch",1,722.07,66.28,-677.92
"Crescent Bandersnatch",1,722.07,65.12,-719.80
"Crescent Bandersnatch",1,722.07,65.26,-716.78
"Crescent Bandersnatch",1,722.07,66.67,-653.12
"Crescent Bandersnatch",1,722.07,66.69,-652.78
"Crescent Bandersnatch",1,722.08,66.30,-681.60
"Crescent Bandersnatch",1,722.08,65.40,-714.85
"Crescent Bandersnatch",1,722.08,66.28,-677.57
"Crescent Bandersnatch",1,722.09,66.27,-676.60
"Crescent Bandersnatch",1,722.09,65.26,-717.38
"Crescent Bandersnatch",1,722.09,66.26,-674.76
"Crescent Bandersnatch",1,722.09,66.54,-655.72
"Crescent Bandersnatch",1,722.09,65.34,-715.84
"Crescent Bandersnatch",1,722.09,65.19,-718.43
"Crescent Bandersnatch",1,722.09,66.26,-675.46
"Crescent Bandersnatch",1,722.10,65.17,-718.15
"Crescent Bandersnatch",1,722.10,66.29,-679.42
"Crescent Bandersnatch",1,722.10,66.50,-655.81
"Crescent Bandersnatch",1,722.10,66.76,-651.96
"Crescent Bandersnatch",1,722.10,65.33,-716.13
"Crescent Bandersnatch",1,722.10,65.16,-717.04
"Crescent Bandersnatch",1,722.11,65.26,-717.31
"Crescent Bandersnatch",1,722.11,65.46,-713.71
"Crescent Bandersnatch",1,722.11,66.59,-655.85
"Crescent Bandersnatch",1,722.12,66.62,-656.15
"Crescent Bandersnatch",1,722.12,65.12,-719.90
"Crescent Bandersnatch",1,722.12,66.61,-654.77
"Crescent Bandersnatch",1,722.12,65.56,-712.09
"Crescent Bandersnatch",2,722.12,65.38,-715.21
"Crescent Bandersnatch",1,722.12,66.66,-653.29
"Crescent Bandersnatch",1,722.13,66.30,-681.33
"Crescent Bandersnatch",1,722.14,66.65,-653.58
"Crescent Bandersnatch",1,722.14,66.50,-659.40
"Crescent Bandersnatch",1,722.14,65.38,-715.28
"Crescent Bandersnatch",1,722.15,65.29,-716.39
"Crescent Bandersnatch",2,722.15,66.66,-654.00
"Crescent Bandersnatch",1,722.15,66.27,-675.54
"Crescent Bandersnatch",1,722.15,66.50,-655.64
"Crescent Bandersnatch",1,722.15,66.56,-655.98
"Crescent Bandersnatch",1,722.15,65.21,-718.35
"Crescent Bandersnatch",1,722.16,66.49,-655.94
"Crescent Bandersnatch",1,722.16,65.39,-715.08
"Crescent Bandersnatch",2,722.16,65.24,-717.09
"Crescent Bandersnatch",1,722.17,66.51,-655.73
"Crescent Bandersnatch",1,722.17,66.56,-656.26
"Crescent Bandersnatch",1,722.17,65.20,-718.48
"Crescent Bandersnatch",1,722.17,65.55,-712.29
"Crescent Bandersnatch",1,722.17,66.53,-655.26
"Crescent Bandersnatch",1,722.18,66.30,-681.17
"Crescent Bandersnatch",1,722.18,66.30,-681.05
"Crescent Bandersnatch",1,722.18,65.03,-719.41
"Crescent Bandersnatch",1,722.18,65.30,-716.71
"Crescent Bandersnatch",1,722.18,65.23,-717.98
"Crescent Bandersnatch",1,722.18,66.31,-682.25
"Crescent Bandersnatch",1,722.19,66.59,-654.43
"Crescent Bandersnatch",1,722.19,65.21,-716.85
"Crescent Bandersnatch",1,722.19,66.31,-681.94
"Crescent Bandersnatch",1,722.19,66.53,-656.93
"Crescent Bandersnatch",1,722.19,66.67,-654.17
"Crescent Bandersnatch",1,722.19,65.29,-716.98
"Crescent Bandersnatch",1,722.19,66.29,-679.61
"Crescent Bandersnatch",1,722.20,65.22,-716.99
"Crescent Bandersnatch",2,722.20,65.43,-714.29
"Crescent Bandersnatch",1,722.20,65.17,-719.04
"Crescent Bandersnatch",1,722.20,66.57,-656.62
"Crescent Bandersnatch",1,722.20,65.37,-715.47
"Crescent Bandersnatch",1,722.20,65.27,-717.19
"Crescent Bandersnatch",1,722.21,65.36,-715.75
"Crescent Bandersnatch",1,722.21,66.71,-652.74
"Crescent Bandersnatch",1,722.22,65.34,-716.08
"Crescent Bandersnatch",1,722.22,66.54,-656.50
"Crescent Bandersnatch",1,722.23,66.68,-653.25
"Crescent Bandersnatch",1,722.23,65.32,-716.44
"Crescent Bandersnatch",1,722.23,65.33,-716.16
"Crescent Bandersnatch",2,722.23,66.59,-655.61
"Crescent Bandersnatch",1,722.23,66.31,-681.40
"Crescent Bandersnatch",2,722.24,66.28,-676.64
"Crescent Bandersnatch",1,722.24,66.53,-658.47
"Crescent Bandersnatch",1,722.24,66.30,-679.88
"Crescent Bandersnatch",1,722.25,66.60,-656.70
"Crescent Bandersnatch",1,722.25,65.53,-712.74
"Crescent Bandersnatch",1,722.25,66.27,-675.89
"Crescent Bandersnatch",1,722.26,66.63,-653.95
"Crescent Bandersnatch",1,722.26,65.07,-720.23
"Crescent Bandersnatch",1,722.27,66.30,-680.54
"Crescent Bandersnatch",1,722.27,65.42,-714.67
"Crescent Bandersnatch",1,722.27,66.31,-682.10
"Crescent Bandersnatch",2,722.27,66.58,-654.66
"Crescent Bandersnatch",1,722.28,66.48,-656.15
"Crescent Bandersnatch",1,722.28,66.56,-658.05
"Crescent Bandersnatch",1,722.28,66.70,-653.00
"Crescent Bandersnatch",1,722.28,66.28,-677.18
"Crescent Bandersnatch",1,722.29,65.26,-717.55
"Crescent Bandersnatch",1,722.29,66.59,-656.34
"Crescent Bandersnatch",1,722.29,66.65,-653.69
"Crescent Bandersnatch",1,722.29,65.39,-715.31
"Crescent Bandersnatch",1,722.30,66.31,-681.66
"Crescent Bandersnatch",1,722.30,65.31,-716.71
"Crescent Bandersnatch",1,722.30,66.64,-653.88
"Crescent Bandersnatch",1,722.31,66.67,-653.49
"Crescent Bandersnatch",1,722.31,66.55,-658.26
"Crescent Bandersnatch",1,722.31,66.61,-654.99
"Crescent Bandersnatch",1,722.31,65.26,-717.48
"Crescent Bandersnatch",1,722.31,65.17,-718.68
"Crescent Bandersnatch",1,722.32,66.55,-655.51
"Crescent Bandersnatch",1,722.32,65.10,-720.37
"Crescent Bandersnatch",1,722.33,65.28,-717.32
"Crescent Bandersnatch",1,722.33,65.22,-716.76
"Crescent Bandersnatch",1,722.35,66.68,-653.41
"Crescent Bandersnatch",1,722.36,65.06,-721.04
"Crescent Bandersnatch",1,722.36,66.65,-653.84
"Crescent Bandersnatch",1,722.36,65.42,-714.73
"Crescent Bandersnatch",1,722.36,65.23,-715.10
"Crescent Bandersnatch",1,722.36,66.57,-655.01
"Crescent Bandersnatch",1,722.36,65.34,-716.12
"Crescent Bandersnatch",1,722.36,65.10,-720.48
"Crescent Bandersnatch",1,722.37,66.73,-652.61
"Crescent Bandersnatch",1,722.37,66.29,-678.05
"Crescent Bandersnatch",1,722.38,65.25,-717.89
"Crescent Bandersnatch",1,722.38,66.58,-657.36
"Crescent Bandersnatch",1,722.38,66.28,-676.23
"Crescent Bandersnatch",1,722.38,66.61,-654.55
"Crescent Bandersnatch",1,722.38,65.55,-712.53
"Crescent Bandersnatch",1,722.38,65.32,-716.55
"Crescent Bandersnatch",1,722.38,66.65,-653.95
"Crescent Bandersnatch",1,722.39,65.20,-718.77
"Crescent Bandersnatch",1,722.39,66.28,-675.52
"Crescent Bandersnatch",1,722.39,65.37,-715.65
"Crescent Bandersnatch",1,722.39,65.27,-717.47
"Crescent Bandersnatch",1,722.39,66.30,-679.06
"Crescent Bandersnatch",1,722.40,66.78,-651.96
"Crescent Bandersnatch",1,722.40,66.63,-655.46
"Crescent Bandersnatch",1,722.40,65.21,-717.77
"Crescent Bandersnatch",1,722.40,66.31,-681.11
"Crescent Bandersnatch",1,722.41,65.28,-716.34
"Crescent Bandersnatch",1,722.41,65.11,-720.05
"Crescent Bandersnatch",1,722.41,65.63,-711.20
"Crescent Bandersnatch",1,722.41,65.46,-714.21
"Crescent Bandersnatch",1,722.42,65.31,-716.77
"Crescent Bandersnatch",1,722.42,65.36,-715.98
"Crescent Bandersnatch",1,722.42,66.66,-654.19
"Crescent Bandersnatch",1,722.42,65.42,-714.92
"Crescent Bandersnatch",2,722.43,65.18,-719.06
"Crescent Bandersnatch",1,722.43,65.51,-713.07
"Crescent Bandersnatch",1,722.43,65.30,-716.84
"Crescent Bandersnatch",1,722.43,65.12,-720.23
"Crescent Bandersnatch",1,722.43,65.46,-714.14
"Crescent Bandersnatch",1,722.44,65.24,-717.42
"Crescent Bandersnatch",1,722.44,66.71,-653.14
"Crescent Bandersnatch",1,722.44,66.31,-679.96
"Crescent Bandersnatch",1,722.45,66.28,-675.20
"Crescent Bandersnatch",1,722.45,65.06,-721.34
"Crescent Bandersnatch",1,722.46,66.29,-677.59
"Crescent Bandersnatch",1,722.46,66.29,-677.02
"Crescent Bandersnatch",1,722.47,66.53,-656.76
"Crescent Bandersnatch",1,722.47,66.74,-653.37
"Crescent Bandersnatch",1,722.48,65.53,-712.93
"Crescent Bandersnatch",1,722.48,66.79,-652.03
"Crescent Bandersnatch",1,722.48,66.29,-676.75
"Crescent Bandersnatch",1,722.49,66.29,-677.89
"Crescent Bandersnatch",1,722.49,65.26,-717.78
"Crescent Bandersnatch",1,722.49,66.63,-656.78
"Crescent Bandersnatch",1,722.50,65.51,-713.27
"Crescent Bandersnatch",1,722.50,66.80,-651.85
"Crescent Bandersnatch",1,722.51,66.32,-681.87
"Crescent Bandersnatch",1,722.51,66.67,-655.10
"Crescent Bandersnatch",1,722.52,66.66,-653.94
"Crescent Bandersnatch",1,722.52,66.29,-677.03
"Crescent Bandersnatch",1,722.52,66.54,-655.69
"Crescent Bandersnatch",1,722.52,65.12,-719.70
"Crescent Bandersnatch",1,722.53,66.69,-653.55
"Crescent Bandersnatch",1,722.53,65.14,-718.16
"Crescent Bandersnatch",1,722.53,65.18,-718.34
"Crescent Bandersnatch",1,722.54,65.32,-716.73
"Crescent Bandersnatch",1,722.54,65.50,-713.63
"Crescent Bandersnatch",1,722.54,65.20,-718.92
"Crescent Bandersnatch",1,722.55,65.30,-717.15
"Crescent Bandersnatch",1,722.55,66.57,-655.28
"Crescent Bandersnatch",1,722.55,66.29,-676.63
"Crescent Bandersnatch",1,722.56,65.23,-718.37
"Crescent Bandersnatch",2,722.56,65.33,-716.62
"Crescent Bandersnatch",1,722.57,66.51,-656.62
"Crescent Bandersnatch",1,722.57,66.67,-653.92
"Crescent Bandersnatch",1,722.57,66.62,-656.30
"Crescent Bandersnatch",1,722.57,65.32,-716.81
"Crescent Bandersnatch",1,722.58,65.16,-719.72
"Crescent Bandersnatch",1,722.58,65.45,-714.58
"Crescent Bandersnatch",1,722.59,65.43,-714.92
"Crescent Bandersnatch",1,722.59,65.31,-717.01
"Crescent Bandersnatch",1,722.60,65.29,-717.40
"Crescent Bandersnatch",1,722.60,65.16,-719.26
"Crescent Bandersnatch",1,722.60,65.08,-719.72
"Crescent Bandersnatch",1,722.60,65.38,-715.71
"Crescent Bandersnatch",1,722.61,65.26,-717.99
"Crescent Bandersnatch",1,722.62,66.58,-655.44
"Crescent Bandersnatch",1,722.62,66.62,-654.59
"Crescent Bandersnatch",1,722.62,66.71,-653.40
"Crescent Bandersnatch",1,722.63,65.22,-718.67
"Crescent Bandersnatch",1,722.63,66.68,-653.85
"Crescent Bandersnatch",1,722.64,65.15,-718.83
"Crescent Bandersnatch",1,722.64,65.44,-714.69
"Crescent Bandersnatch",1,722.65,66.30,-677.39
"Crescent Bandersnatch",2,722.65,66.83,-651.58
"Crescent Bandersnatch",1,722.66,66.76,-652.65
"Crescent Bandersnatch",1,722.66,65.28,-717.67
"Crescent Bandersnatch",1,722.66,65.13,-720.27
"Crescent Bandersnatch",1,722.67,65.19,-719.19
"Crescent Bandersnatch",1,722.67,66.30,-678.06
"Crescent Bandersnatch",1,722.67,65.29,-717.54
"Crescent Bandersnatch",1,722.69,66.32,-681.15
"Crescent Bandersnatch",1,722.70,65.23,-718.62
"Crescent Bandersnatch",1,722.70,66.61,-655.37
"Crescent Bandersnatch",1,722.70,66.67,-653.97
"Crescent Bandersnatch",2,722.70,66.65,-656.30
"Crescent Bandersnatch",1,722.71,65.02,-722.27
"Crescent Bandersnatch",1,722.71,66.62,-654.77
"Crescent Bandersnatch",1,722.72,65.35,-716.48
"Crescent Bandersnatch",1,722.72,66.62,-654.83
"Crescent Bandersnatch",1,722.73,65.30,-717.29
"Crescent Bandersnatch",1,722.73,65.12,-717.07
"Crescent Bandersnatch",1,722.73,66.81,-652.08
"Crescent Bandersnatch",1,722.76,66.59,-655.33
"Crescent Bandersnatch",1,722.77,66.32,-680.85
"Crescent Bandersnatch",1,722.78,66.33,-681.41
"Crescent Bandersnatch",1,722.78,66.77,-652.74
"Crescent Bandersnatch",1,722.78,66.32,-680.58
"Crescent Bandersnatch",1,722.80,65.55,-713.10
"Crescent Bandersnatch",1,722.82,66.72,-653.47
"Crescent Bandersnatch",1,722.83,66.84,-651.76
"Crescent Bandersnatch",1,722.83,66.30,-676.76
"Crescent Bandersnatch",1,722.84,66.32,-680.04
"Crescent Bandersnatch",1,722.85,66.33,-680.72
"Crescent Bandersnatch",1,722.85,66.31,-677.59
"Crescent Bandersnatch",1,722.85,65.10,-721.00
"Crescent Bandersnatch",1,722.85,65.18,-719.73
"Crescent Bandersnatch",1,722.86,66.61,-655.18
"Crescent Bandersnatch",1,722.86,66.76,-652.98
"Crescent Bandersnatch",1,722.88,65.53,-713.40
"Crescent Bandersnatch",1,722.88,65.45,-714.82
"Crescent Bandersnatch",1,722.91,66.33,-681.27
"Crescent Bandersnatch",1,722.93,65.62,-711.91
"Crescent Bandersnatch",1,722.93,65.17,-719.86
"Crescent Bandersnatch",2,722.94,66.87,-651.46
"Crescent Bandersnatch",1,722.95,65.04,-722.31
"Crescent Bandersnatch",1,722.95,65.50,-714.10
"Crescent Bandersnatch",1,722.96,66.31,-677.02
"Crescent Bandersnatch",1,722.98,65.36,-716.56
"Crescent Bandersnatch",1,722.99,66.70,-654.02
"Crescent Bandersnatch",1,723.00,66.32,-678.66
"Crescent Bandersnatch",1,723.01,65.17,-720.11
"Crescent Bandersnatch",1,723.02,65.59,-712.36
"Crescent Bandersnatch",2,723.02,66.31,-676.64
"Crescent Bandersnatch",1,723.02,66.65,-654.73
"Crescent Bandersnatch",1,723.06,66.33,-680.27
"Crescent Bandersnatch",1,723.06,65.22,-719.18
"Crescent Bandersnatch",1,723.07,66.63,-655.08
"Crescent Bandersnatch",1,723.07,65.40,-716.01
"Crescent Bandersnatch",1,723.09,65.59,-712.58
"Crescent Bandersnatch",1,723.11,66.31,-676.98
"Crescent Bandersnatch",1,723.11,65.28,-718.15
"Crescent Bandersnatch",1,723.11,65.16,-720.27
"Crescent Bandersnatch",1,723.12,66.73,-653.83
"Crescent Bandersnatch",1,723.13,65.47,-714.79
"Crescent Bandersnatch",1,723.14,65.49,-714.47
"Crescent Bandersnatch",1,723.15,65.60,-712.49
